ocid,start_date,end_date,co2_pm
ocds-0c46vo-0001-de82a227-8814-48bd-8720-0516608283ba,2018-09-28,2024-03-29,0.19781983060975608
ocds-0c46vo-0001-0fd584b9-f978-4745-8e29-3a816c2c0c19,2018-10-01,2021-09-30,1.0421611420931507
ocds-0c46vo-0001-be6f9595-49f4-495f-b7ee-b22a67fc4f2f,2018-10-05,2021-10-04,0.7822230794520547
ocds-0c46vo-0001-dccd325d-a49b-4070-bb4e-2d3085a965ab,2018-10-29,2021-10-28,0.6190381783972603
ocds-0c46vo-0001-7ae2e585-9c1c-4dc6-a310-4645a9cb5f65,2018-11-01,2021-03-31,0.15536339387060158
ocds-0c46vo-0001-7b11f5c8-3247-437e-a245-c22864264888,2018-11-01,2021-10-31,0.387721424899726
ocds-0c46vo-0001-00cf74ec-1edd-4f64-98e2-027357f4d3c3,2019-01-01,2024-12-31,0.6484309778951393
ocds-0c46vo-0001-42d730ba-2540-4433-9849-908a2cc2578a,2019-01-01,2021-12-31,0.060005621315068494
ocds-0c46vo-0001-6b029a19-f32a-4d57-98dd-0a1a1fd5aa06,2019-01-01,2023-12-31,1.0425011424657533
ocds-0c46vo-0001-e0636d41-5f2a-43c0-8a06-5c57f222156e,2019-01-22,2023-01-21,1.3020847602739727
ocds-0c46vo-0001-5ecb9ef7-4e00-443e-a946-89881ec16ddd,2019-02-01,2024-01-31,0.7497933216904109
ocds-0c46vo-0001-659af34d-4bdc-4b94-ba4a-811fe6ee5adc,2019-02-20,2024-02-19,4.91792538950137
ocds-0c46vo-0001-ceba038d-6561-4f0e-86dd-54038933530b,2019-03-12,2021-03-11,0.12500013698630139
ocds-0c46vo-0001-c9732aaf-76de-47f2-9fba-a2c6c09a9880,2019-03-25,2022-03-24,1.5972239726027395
ocds-0c46vo-0001-7070815e-7e1d-49c1-b4f0-88046065c3b9,2019-04-01,2023-03-31,0.012500013698630137
ocds-0c46vo-0001-ba88ab49-8e84-40f0-8d49-2a9086f3c882,2019-04-01,2021-03-31,0.029130031923287673
ocds-0c46vo-0001-b64a8c18-c28c-4ab6-981c-6c6734284634,2019-04-08,2022-04-07,0.11111123287671232
ocds-0c46vo-0001-8a54a2f3-4d27-458c-a32e-ca3dd9219f35,2019-05-01,2023-04-30,0.06562507191780823
ocds-0c46vo-0001-50e76100-7640-4c3e-a627-25ce05b30a72,2019-05-13,2021-05-12,0
ocds-0c46vo-0001-151e2ad1-dc80-4bf3-b2ff-bc118f273959,2019-05-20,2021-05-19,0.1562501712328767
ocds-0c46vo-0001-bff8c6d1-8f21-4fe7-98dd-d3ae8b64d02c,2019-06-24,2021-06-23,0.09810510751232877
ocds-0c46vo-0001-9c3c4b64-06ae-48c7-8144-d31683154a4f,2019-07-05,2021-07-04,137.50015068493153
ocds-0c46vo-0001-c87d825d-e2fc-4b43-9d21-7991bc7410a5,2019-07-08,2022-07-07,1.1888542278525205
ocds-0c46vo-0001-26d7f665-8cb1-4f25-aa98-ba4844b301fd,2019-07-30,2024-07-29,1.1400472333012048
ocds-0c46vo-0001-b2033966-b828-47a7-87c7-d201beadc17e,2019-08-27,2022-05-31,0.4109875535714285
ocds-0c46vo-0001-292fce74-47e2-4347-af03-3e90d6d2b293,2019-09-03,2021-07-31,0.952132607276901
ocds-0c46vo-0001-468de1f1-83fe-4c9f-a463-3e2a60733da7,2019-09-03,2021-03-03,0.11844162888482632
ocds-0c46vo-0001-56c21d33-b761-4e3a-8d27-bdd12caf689c,2019-09-05,2022-09-04,0.3783337479452054
ocds-0c46vo-0001-7672f4a7-ec82-4312-bc6a-3c005b419058,2019-09-13,2024-09-12,0.055136515334063524
ocds-0c46vo-0001-d01d8cfd-e83e-4577-b00b-c7e58d402c0c,2019-09-17,2021-09-11,0.031046011034482755
ocds-0c46vo-0001-196e2a14-1e98-4f73-b0ec-d60b23c8b6b7,2019-10-19,2023-01-31,0.088540377586
ocds-0c46vo-0001-626a9f8a-3b31-4307-a41c-947eb592298a,2019-11-01,2022-10-31,1.3333347945205478
ocds-0c46vo-0001-9f570644-5f59-46d2-92fb-6177da0d9415,2019-11-01,2022-10-31,0.06820992475052054
ocds-0c46vo-0001-4bc20c44-4039-43c5-9df8-99adfea7d87f,2019-12-22,2021-12-21,0.1084155354780822
ocds-0c46vo-0001-2df35f74-70a1-4fc0-81dc-207addbeb346,2020-01-01,2021-01-31,0
ocds-0c46vo-0001-5e640079-fcb7-4298-9a57-545b6c0e7380,2020-01-01,2023-12-31,0.14375015753424658
ocds-0c46vo-0001-65a53b90-7116-4cf2-855c-deaaf2fd0236,2020-01-13,2023-01-12,0.0333333698630137
ocds-0c46vo-0001-34266489-1d54-488f-8770-605a3e48813b,2020-02-01,2021-01-31,0.3180003484931507
ocds-0c46vo-0001-68052d63-9141-4280-98ce-e92bd57fb969,2020-02-03,2024-02-02,2.000002191780822
ocds-0c46vo-0001-b06aee8e-79ed-4713-98ab-1490e1d5c84b,2020-03-30,2023-03-29,0.6930503481718464
ocds-0c46vo-0001-08173547-c2ec-42d5-ab77-b4e408ed527b,2020-04-01,2021-03-31,0.5013741758241758
ocds-0c46vo-0001-77c88aa3-5036-4d59-9152-358b062caae6,2020-04-01,2021-03-31,1.7798783241758243
ocds-0c46vo-0001-96e5d561-e9dc-460f-bf71-fb7cb393b11b,2020-04-01,2021-03-31,1.9052218681318682
ocds-0c46vo-0001-afa4a310-3d32-44dc-98ae-88a276353df7,2020-04-01,2021-03-31,1.169873076923077
ocds-0c46vo-0001-b1394578-732c-40b6-ac9b-55ceccf16be9,2020-04-01,2021-03-31,2.699064313186813
ocds-0c46vo-0001-40e016ce-847b-4d91-a697-d50d5482b372,2020-04-08,2021-03-31,0.21300210084033613
ocds-0c46vo-0001-7a65f16f-cad9-48a2-a4ca-9cbf229f2ace,2020-04-16,2021-03-31,0.02614616045845272
ocds-0c46vo-0001-4aa907e0-05a1-4522-ac84-c2bb88c17e17,2020-04-29,2023-04-30,1.1674268040054745
ocds-0c46vo-0001-7ccd5a34-5ff7-4e0e-96d2-974b599ccc1d,2020-04-29,2023-04-30,0.8444713862135036
ocds-0c46vo-0001-8026fe25-0e18-4fce-8fed-cb7bf007f8f3,2020-05-01,2021-04-30,0
ocds-0c46vo-0001-fd252502-a903-423e-8680-71c7ec02400e,2020-05-04,2023-05-03,0.07757648659963437
ocds-0c46vo-0001-a90205ac-0cfe-4e51-b7e3-3fb214b60e78,2020-05-14,2022-04-30,0.056075480446927374
ocds-0c46vo-0001-a4309ce4-b5f9-4e78-a76f-7d45997c7354,2020-06-16,2021-03-29,122.04892308776223
ocds-0c46vo-0001-b86abd46-ec2f-4e70-aaeb-16268830762c,2020-07-01,2022-06-30,67.00561183950617
ocds-0c46vo-0001-c011e8c7-2c3f-4c87-a81a-891ab2af067b,2020-07-01,2022-06-30,138.99305355555555
ocds-0c46vo-0001-15f6d7c4-a55c-44ee-a982-fb37caaa2d0f,2020-07-23,2022-07-22,0.014530337139917695
ocds-0c46vo-0001-8bff21dc-8923-4367-8cdb-969f0032b613,2020-07-28,2021-03-31,48.05679011241098
ocds-0c46vo-0001-91245c51-d387-4488-bd3d-8c149c3daa29,2020-07-28,2021-02-03,20.995981404006315
ocds-0c46vo-0001-cc34529a-5593-474a-94d6-959d5606c621,2020-07-28,2021-03-22,37.63536026844683
ocds-0c46vo-0001-13ccdc01-50d4-4fc6-a62d-3da5ed1fe335,2020-09-01,2021-08-31,0.15864314546703298
ocds-0c46vo-0001-809f7145-25a4-432e-a145-6b7ebd98de61,2020-09-01,2021-08-31,0.050137417582417576
ocds-0c46vo-0001-c954d891-c5cf-4bb2-aa53-b907686ddb40,2020-09-01,2022-08-31,0.4255834567901234
ocds-0c46vo-0001-2940cc7c-ba0b-4d52-95a6-1a6613a7f856,2020-09-30,2023-09-29,0.16549048071937844
ocds-0c46vo-0001-71ba07ff-55ec-40b5-b53a-74c5e874ffd8,2020-10-01,2022-10-01,0.20833356164383562
ocds-0c46vo-0001-8c282195-d1bf-40b5-83ee-d595f0ee5bf4,2020-10-02,2024-10-01,62.500068493150685
ocds-0c46vo-0001-4786f1b5-5b8a-4689-a3a1-387e817fe992,2020-10-19,2023-01-31,0.4743692248920863
ocds-0c46vo-0001-228d3da6-bf4b-48ee-824e-57515f5aa0fa,2020-11-01,2022-10-31,0.008920617286296296
ocds-0c46vo-0001-48f389ab-cd0c-4f39-bb1c-11bee4382705,2020-11-01,2025-10-31,0.20833356164383562
ocds-0c46vo-0001-57a5b43c-6858-4e82-b824-c15adb877d69,2020-11-11,2021-03-01,0.835183822465909
ocds-0c46vo-0001-66d98735-ec23-4790-a5e6-235883f59ac1,2020-11-11,2021-03-01,0.9492360781363637
ocds-0c46vo-0001-833a0533-9f00-47b1-a2de-3c2b6d0f4d04,2020-11-30,2025-11-29,0.193416878630137
ocds-0c46vo-0001-1ed0a927-6712-4647-b057-4e0fb805f2d2,2020-12-01,2021-03-31,1.01389
ocds-0c46vo-0001-8a92a2d3-d080-489e-9d5b-7efc87f75145,2020-12-01,2021-03-31,1.01389
ocds-0c46vo-0001-9fcd7e03-5078-4c73-80b6-03db18ed7747,2020-12-04,2021-01-31,440.51772413793105
ocds-0c46vo-0001-c110865e-57a5-4329-ba5b-58c082ef68c7,2021-01-01,2022-12-31,0.038315028271604934
